Zone,Block,Pipe,Location_Code,Latitude,Longitude
Zone_3,Block_5,Pipe_2,Zone_3_Block_5_Pipe_2,25.102235430056982,55.16819614964599
Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.189163462722917,55.281999449316906
Zone_5,Block_2,Pipe_2,Zone_5_Block_2_Pipe_2,25.19308864004505,55.2782134786203
Zone_2,Block_4,Pipe_5,Zone_2_Block_4_Pipe_5,25.27724541251248,55.30640605181578
Zone_3,Block_1,Pipe_5,Zone_3_Block_1_Pipe_5,25.097888034044637,55.16941065441091
Zone_4,Block_2,Pipe_4,Zone_4_Block_2_Pipe_4,25.149600314909748,55.22761488493476
Zone_5,Block_1,Pipe_2,Zone_5_Block_1_Pipe_2,25.19486835577432,55.28534698665575
Zone_2,Block_4,Pipe_3,Zone_2_Block_4_Pipe_3,25.2725893751521,55.29611401392249
Zone_2,Block_2,Pipe_2,Zone_2_Block_2_Pipe_2,25.275615656393505,55.29442890787068
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.19786591774525,55.2770462472085
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.20669435370177,55.27214832027747
Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.144449878235903,55.22215391674771
Zone_4,Block_5,Pipe_2,Zone_4_Block_5_Pipe_2,25.15504267873397,55.23021528043006
Zone_4,Block_3,Pipe_5,Zone_4_Block_3_Pipe_5,25.13841200755893,55.2315723613534
Zone_4,Block_5,Pipe_4,Zone_4_Block_5_Pipe_4,25.157922269337504,55.236885395886105
Zone_2,Block_3,Pipe_1,Zone_2_Block_3_Pipe_1,25.278154774913315,55.29770131548431
Zone_2,Block_1,Pipe_3,Zone_2_Block_1_Pipe_3,25.27545450398458,55.29654050381913
Zone_2,Block_2,Pipe_4,Zone_2_Block_2_Pipe_4,25.27973941956211,55.29881949903734
Zone_3,Block_4,Pipe_2,Zone_3_Block_4_Pipe_2,25.102704933368067,55.15816488484412
Zone_4,Block_2,Pipe_1,Zone_4_Block_2_Pipe_1,25.15773062517093,55.24201696959513
Zone_3,Block_5,Pipe_2,Zone_3_Block_5_Pipe_2,25.095372668095315,55.17325254722954
Zone_5,Block_3,Pipe_1,Zone_5_Block_3_Pipe_1,25.18332487795617,55.28734140973905
Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.19287899562673,55.2840843217972
Zone_2,Block_3,Pipe_4,Zone_2_Block_3_Pipe_4,25.27433913689227,55.28936200163075
Zone_5,Block_5,Pipe_3,Zone_5_Block_5_Pipe_3,25.196578229867505,55.28264245148439
Zone_2,Block_5,Pipe_3,Zone_2_Block_5_Pipe_3,25.274920197961155,55.29874277164474
Zone_4,Block_2,Pipe_4,Zone_4_Block_2_Pipe_4,25.142642156183037,55.22327250177707
Zone_3,Block_4,Pipe_4,Zone_3_Block_4_Pipe_4,25.09278090693796,55.160701568038135
Zone_2,Block_4,Pipe_3,Zone_2_Block_4_Pipe_3,25.28381454635562,55.29382404042318
Zone_1,Block_3,Pipe_2,Zone_1_Block_3_Pipe_2,25.20545146246992,55.267674022122144
Zone_1,Block_2,Pipe_4,Zone_1_Block_2_Pipe_4,25.20971409995915,55.27922837259777
Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.146232033328168,55.227574385017405
Zone_3,Block_5,Pipe_3,Zone_3_Block_5_Pipe_3,25.101280704204875,55.17018136251989
Zone_2,Block_3,Pipe_3,Zone_2_Block_3_Pipe_3,25.272643372930432,55.29381560094673
Zone_4,Block_5,Pipe_2,Zone_4_Block_5_Pipe_2,25.14451449591088,55.22667276053665
Zone_3,Block_3,Pipe_5,Zone_3_Block_3_Pipe_5,25.102228832501343,55.16366105824618
Zone_1,Block_2,Pipe_5,Zone_1_Block_2_Pipe_5,25.21140729010007,55.27183164795264
Zone_2,Block_3,Pipe_4,Zone_2_Block_3_Pipe_4,25.267452461534063,55.29099137649882
Zone_3,Block_3,Pipe_5,Zone_3_Block_3_Pipe_5,25.100369673652946,55.16520559365226
Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.18660439682487,55.27694223413607
Zone_2,Block_3,Pipe_4,Zone_2_Block_3_Pipe_4,25.282307110451296,55.30550305671011
Zone_5,Block_4,Pipe_4,Zone_5_Block_4_Pipe_4,25.1984863767698,55.27983601708684
Zone_4,Block_3,Pipe_3,Zone_4_Block_3_Pipe_3,25.1561831629658,55.23272499258729
Zone_3,Block_3,Pipe_1,Zone_3_Block_3_Pipe_1,25.103914057040768,55.160624390238745
Zone_3,Block_2,Pipe_5,Zone_3_Block_2_Pipe_5,25.096573193406144,55.16975558911811
Zone_3,Block_3,Pipe_4,Zone_3_Block_3_Pipe_4,25.094156008264054,55.16105924354063
Zone_3,Block_1,Pipe_1,Zone_3_Block_1_Pipe_1,25.09528949960914,55.16315985985743
Zone_2,Block_2,Pipe_2,Zone_2_Block_2_Pipe_2,25.27635839090136,55.29503910875745
Zone_5,Block_5,Pipe_2,Zone_5_Block_5_Pipe_2,25.192001991210883,55.28102255617694
Zone_5,Block_4,Pipe_3,Zone_5_Block_4_Pipe_3,25.19236636705448,55.27515965532267
Zone_4,Block_4,Pipe_1,Zone_4_Block_4_Pipe_1,25.15393643824033,55.224766112064096
Zone_4,Block_5,Pipe_4,Zone_4_Block_5_Pipe_4,25.14182728257203,55.23015462733712
Zone_3,Block_3,Pipe_2,Zone_3_Block_3_Pipe_2,25.100794746079654,55.16616451689448
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.204757830112445,55.265112836989246
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.197438757852,55.26752950345711
Zone_3,Block_1,Pipe_5,Zone_3_Block_1_Pipe_5,25.098367498751724,55.16303358898308
Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.18553395770589,55.28290696048416
Zone_4,Block_3,Pipe_5,Zone_4_Block_3_Pipe_5,25.148733603629346,55.230316779555245
Zone_2,Block_5,Pipe_1,Zone_2_Block_5_Pipe_1,25.287588216536484,55.30145957388955
Zone_1,Block_5,Pipe_4,Zone_1_Block_5_Pipe_4,25.20255877821953,55.27248164457461
Zone_4,Block_4,Pipe_4,Zone_4_Block_4_Pipe_4,25.14642752969473,55.22337622885156
Zone_1,Block_5,Pipe_4,Zone_1_Block_5_Pipe_4,25.20873224393941,55.274274123343
Zone_5,Block_1,Pipe_5,Zone_5_Block_1_Pipe_5,25.196475885682457,55.28740825955714
Zone_5,Block_3,Pipe_5,Zone_5_Block_3_Pipe_5,25.19647806621408,55.274597833175065
Zone_3,Block_2,Pipe_3,Zone_3_Block_2_Pipe_3,25.093120608912088,55.16577804590408
Zone_3,Block_2,Pipe_2,Zone_3_Block_2_Pipe_2,25.097768093859003,55.17000980293218
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20195345054038,55.267559073269005
Zone_1,Block_4,Pipe_5,Zone_1_Block_4_Pipe_5,25.20713337492014,55.27428677881341
Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.14765041633394,55.22489933163225
Zone_3,Block_1,Pipe_4,Zone_3_Block_1_Pipe_4,25.09921416852532,55.16194494658475
Zone_5,Block_3,Pipe_4,Zone_5_Block_3_Pipe_4,25.197821263781137,55.27809561798274
Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.150477454461477,55.23151419341251
Zone_4,Block_1,Pipe_2,Zone_4_Block_1_Pipe_2,25.14445437980552,55.232226522321895
Zone_2,Block_2,Pipe_5,Zone_2_Block_2_Pipe_5,25.26944800228351,55.29834679651741
Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.18763707581706,55.28547187695256
Zone_4,Block_5,Pipe_2,Zone_4_Block_5_Pipe_2,25.143433029656688,55.23202140453906
Zone_2,Block_5,Pipe_5,Zone_2_Block_5_Pipe_5,25.291945353486263,55.3030507846846
Zone_3,Block_3,Pipe_4,Zone_3_Block_3_Pipe_4,25.098691454128087,55.16055395573492
Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.1944324622445,55.26984670788771
Zone_3,Block_5,Pipe_3,Zone_3_Block_5_Pipe_3,25.092629552818497,55.16138439927784
Zone_2,Block_3,Pipe_1,Zone_2_Block_3_Pipe_1,25.281674688144207,55.29424592006226
Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.192337276881027,55.286606590136905
Zone_1,Block_3,Pipe_2,Zone_1_Block_3_Pipe_2,25.206509971545717,55.25953568632602
Zone_1,Block_5,Pipe_1,Zone_1_Block_5_Pipe_1,25.207795247517925,55.2721488466138
Zone_1,Block_5,Pipe_3,Zone_1_Block_5_Pipe_3,25.20688357994545,55.27751711000997
Zone_4,Block_2,Pipe_4,Zone_4_Block_2_Pipe_4,25.148641425539715,55.22846745558698
Zone_1,Block_5,Pipe_3,Zone_1_Block_5_Pipe_3,25.19972705988762,55.27364727084272
Zone_4,Block_2,Pipe_1,Zone_4_Block_2_Pipe_1,25.148599416849304,55.22485772433789
Zone_4,Block_5,Pipe_2,Zone_4_Block_5_Pipe_2,25.15373185981749,55.23200124805345
Zone_2,Block_4,Pipe_4,Zone_2_Block_4_Pipe_4,25.280757369426,55.29580097810875
Zone_1,Block_2,Pipe_3,Zone_1_Block_2_Pipe_3,25.20638956202001,55.26796605999879
Zone_5,Block_3,Pipe_3,Zone_5_Block_3_Pipe_3,25.19737620402808,55.2827903449253
Zone_4,Block_4,Pipe_4,Zone_4_Block_4_Pipe_4,25.14231241469342,55.2325980245692
Zone_2,Block_5,Pipe_3,Zone_2_Block_5_Pipe_3,25.27618635543159,55.29569995491197
Zone_4,Block_5,Pipe_1,Zone_4_Block_5_Pipe_1,25.14809525438765,55.227570209322806
Zone_5,Block_4,Pipe_4,Zone_5_Block_4_Pipe_4,25.18794453633773,55.282263706402375
Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.195873835872,55.283854002468566
Zone_1,Block_3,Pipe_4,Zone_1_Block_3_Pipe_4,25.20821387818403,55.27183537285176
Zone_4,Block_2,Pipe_1,Zone_4_Block_2_Pipe_1,25.14912060140829,55.22937612385755
Zone_5,Block_4,Pipe_2,Zone_5_Block_4_Pipe_2,25.19430481124805,55.27640265284522
Zone_3,Block_2,Pipe_2,Zone_3_Block_2_Pipe_2,25.09242075336869,55.16269661399826
Zone_5,Block_5,Pipe_3,Zone_5_Block_5_Pipe_3,25.190376788584302,55.28881474304512
Zone_5,Block_1,Pipe_4,Zone_5_Block_1_Pipe_4,25.1864879655875,55.28538814213368
Zone_4,Block_1,Pipe_4,Zone_4_Block_1_Pipe_4,25.14737391889629,55.234431007151
Zone_5,Block_2,Pipe_1,Zone_5_Block_2_Pipe_1,25.190317228048148,55.28456752941492
Zone_2,Block_5,Pipe_3,Zone_2_Block_5_Pipe_3,25.27297275182248,55.29733865943284
Zone_5,Block_1,Pipe_3,Zone_5_Block_1_Pipe_3,25.19357705128848,55.28970201186335
Zone_3,Block_3,Pipe_4,Zone_3_Block_3_Pipe_4,25.093540942862496,55.16121831850568
Zone_5,Block_5,Pipe_2,Zone_5_Block_5_Pipe_2,25.186263338136936,55.28001027566562
Zone_1,Block_4,Pipe_4,Zone_1_Block_4_Pipe_4,25.20202950664448,55.2794791461473
Zone_4,Block_4,Pipe_4,Zone_4_Block_4_Pipe_4,25.147637822545,55.23292412350107
Zone_3,Block_4,Pipe_5,Zone_3_Block_4_Pipe_5,25.089908926314376,55.16201933113451
Zone_2,Block_3,Pipe_1,Zone_2_Block_3_Pipe_1,25.27874238313741,55.293078799982965
Zone_5,Block_5,Pipe_1,Zone_5_Block_5_Pipe_1,25.193678163131143,55.277342581319296
Zone_5,Block_2,Pipe_5,Zone_5_Block_2_Pipe_5,25.188926238028333,55.280907686133375
Zone_2,Block_2,Pipe_3,Zone_2_Block_2_Pipe_3,25.280884867485614,55.30086196698072
Zone_5,Block_5,Pipe_1,Zone_5_Block_5_Pipe_1,25.200237012898448,55.27163508777201
Zone_1,Block_3,Pipe_3,Zone_1_Block_3_Pipe_3,25.204445833066348,55.27627250925108
Zone_3,Block_5,Pipe_2,Zone_3_Block_5_Pipe_2,25.09433854411652,55.16696875668541
Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.19170574040495,55.277337814283534
Zone_2,Block_5,Pipe_1,Zone_2_Block_5_Pipe_1,25.27436177425858,55.29654257692994
Zone_2,Block_4,Pipe_3,Zone_2_Block_4_Pipe_3,25.27230666377249,55.29372140841445
Zone_3,Block_5,Pipe_2,Zone_3_Block_5_Pipe_2,25.095969755644987,55.15891123901584
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.200991432955185,55.27225711665458
Zone_3,Block_5,Pipe_1,Zone_3_Block_5_Pipe_1,25.08239745797441,55.16612414926995
Zone_5,Block_2,Pipe_2,Zone_5_Block_2_Pipe_2,25.20345729011383,55.28634717064487
Zone_1,Block_2,Pipe_4,Zone_1_Block_2_Pipe_4,25.21328671049716,55.261866046995785
Zone_1,Block_2,Pipe_5,Zone_1_Block_2_Pipe_5,25.20535782161352,55.26858499720087
Zone_2,Block_4,Pipe_5,Zone_2_Block_4_Pipe_5,25.270488698337548,55.299356541247725
Zone_1,Block_2,Pipe_1,Zone_1_Block_2_Pipe_1,25.21629542386309,55.27565413011232
Zone_5,Block_1,Pipe_2,Zone_5_Block_1_Pipe_2,25.195897633220437,55.28376248445684
Zone_5,Block_5,Pipe_4,Zone_5_Block_5_Pipe_4,25.19146578339957,55.287910377457486
Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.20086556752124,55.283479334753146
Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.143322182297425,55.23104056024168
Zone_1,Block_5,Pipe_1,Zone_1_Block_5_Pipe_1,25.19441599653812,55.26662367535979
Zone_1,Block_4,Pipe_3,Zone_1_Block_4_Pipe_3,25.20153391247344,55.2744318537205
Zone_5,Block_5,Pipe_3,Zone_5_Block_5_Pipe_3,25.19689963288744,55.27597116985778
Zone_2,Block_2,Pipe_5,Zone_2_Block_2_Pipe_5,25.28838265387209,55.29113001372591
Zone_1,Block_2,Pipe_5,Zone_1_Block_2_Pipe_5,25.20123586281355,55.2669620597348
Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.14247648947181,55.23678848786807
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.204963985637985,55.26901348925228
Zone_3,Block_5,Pipe_1,Zone_3_Block_5_Pipe_1,25.09533797857748,55.16566651956385
Zone_4,Block_3,Pipe_1,Zone_4_Block_3_Pipe_1,25.157718880373537,55.231207970007695
Zone_2,Block_1,Pipe_2,Zone_2_Block_1_Pipe_2,25.27825767846525,55.29889942228654
Zone_4,Block_3,Pipe_3,Zone_4_Block_3_Pipe_3,25.15886522716457,55.22334101629359
Zone_4,Block_2,Pipe_1,Zone_4_Block_2_Pipe_1,25.15517900182356,55.23023950725986
Zone_1,Block_3,Pipe_5,Zone_1_Block_3_Pipe_5,25.20941786642113,55.265951003874655
Zone_4,Block_3,Pipe_4,Zone_4_Block_3_Pipe_4,25.140979471460035,55.22018318387954
Zone_5,Block_1,Pipe_5,Zone_5_Block_1_Pipe_5,25.191328176110503,55.29099489664057
Zone_4,Block_1,Pipe_2,Zone_4_Block_1_Pipe_2,25.149580885954283,55.22716034843812
Zone_1,Block_5,Pipe_4,Zone_1_Block_5_Pipe_4,25.19170715344738,55.26981275173655
Zone_5,Block_3,Pipe_1,Zone_5_Block_3_Pipe_1,25.18996805957812,55.28784052499107
Zone_2,Block_1,Pipe_1,Zone_2_Block_1_Pipe_1,25.27537621224789,55.30045452401296
Zone_3,Block_5,Pipe_4,Zone_3_Block_5_Pipe_4,25.09147322645786,55.16056835711648
Zone_4,Block_3,Pipe_1,Zone_4_Block_3_Pipe_1,25.15886650559842,55.230198939516086
Zone_5,Block_3,Pipe_4,Zone_5_Block_3_Pipe_4,25.19578026186192,55.28544980671538
Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.192267785965647,55.2763355129405
Zone_2,Block_1,Pipe_2,Zone_2_Block_1_Pipe_2,25.26779280498044,55.29290942008269
Zone_2,Block_4,Pipe_5,Zone_2_Block_4_Pipe_5,25.274337183954454,55.29503750865928
Zone_3,Block_1,Pipe_4,Zone_3_Block_1_Pipe_4,25.103372486411597,55.164011556678034
Zone_3,Block_2,Pipe_4,Zone_3_Block_2_Pipe_4,25.092351381271172,55.1704297733228
Zone_1,Block_5,Pipe_3,Zone_1_Block_5_Pipe_3,25.202809385260995,55.267852952253705
Zone_3,Block_1,Pipe_5,Zone_3_Block_1_Pipe_5,25.08889069530704,55.17127898426368
Zone_3,Block_3,Pipe_3,Zone_3_Block_3_Pipe_3,25.09622743973949,55.166284706315146
Zone_5,Block_4,Pipe_3,Zone_5_Block_4_Pipe_3,25.194899458796133,55.27494872958375
Zone_4,Block_5,Pipe_2,Zone_4_Block_5_Pipe_2,25.14922461761697,55.23051519117337
Zone_4,Block_1,Pipe_1,Zone_4_Block_1_Pipe_1,25.14241125214916,55.23615082773722
Zone_3,Block_5,Pipe_5,Zone_3_Block_5_Pipe_5,25.09794864829653,55.162952557998814
Zone_1,Block_3,Pipe_3,Zone_1_Block_3_Pipe_3,25.202744271857902,55.26762174696399
Zone_1,Block_4,Pipe_1,Zone_1_Block_4_Pipe_1,25.205988564920585,55.26846560716665
Zone_4,Block_3,Pipe_1,Zone_4_Block_3_Pipe_1,25.152252777418663,55.23136215695588
Zone_2,Block_4,Pipe_1,Zone_2_Block_4_Pipe_1,25.279089409309343,55.28985343259263
Zone_5,Block_5,Pipe_1,Zone_5_Block_5_Pipe_1,25.19656902513769,55.29182840321762
Zone_3,Block_1,Pipe_2,Zone_3_Block_1_Pipe_2,25.098846690589173,55.16950362121772
Zone_5,Block_4,Pipe_2,Zone_5_Block_4_Pipe_2,25.19766785142226,55.28651519777446
Zone_3,Block_3,Pipe_3,Zone_3_Block_3_Pipe_3,25.10027116775532,55.15819802062884
Zone_3,Block_4,Pipe_1,Zone_3_Block_4_Pipe_1,25.101398454429717,55.17134565909311
Zone_4,Block_5,Pipe_3,Zone_4_Block_5_Pipe_3,25.150473461321,55.235348393953615
Zone_5,Block_5,Pipe_4,Zone_5_Block_5_Pipe_4,25.19750769603043,55.29039342004126
Zone_5,Block_5,Pipe_2,Zone_5_Block_5_Pipe_2,25.194156261750813,55.28478280501202
Zone_2,Block_1,Pipe_2,Zone_2_Block_1_Pipe_2,25.280427329668704,55.29708454441123
Zone_2,Block_5,Pipe_5,Zone_2_Block_5_Pipe_5,25.27470036520139,55.29837530674901
Zone_5,Block_1,Pipe_4,Zone_5_Block_1_Pipe_4,25.184495889210368,55.28569237416617
Zone_2,Block_2,Pipe_2,Zone_2_Block_2_Pipe_2,25.28424206439705,55.30347739997752
Zone_2,Block_4,Pipe_1,Zone_2_Block_4_Pipe_1,25.277956655675784,55.2902578375033
Zone_3,Block_3,Pipe_1,Zone_3_Block_3_Pipe_1,25.0962423953142,55.165402998827
Zone_4,Block_1,Pipe_1,Zone_4_Block_1_Pipe_1,25.152793979286702,55.231775034577176
Zone_3,Block_1,Pipe_3,Zone_3_Block_1_Pipe_3,25.09207784003614,55.16947646840401
Zone_2,Block_3,Pipe_2,Zone_2_Block_3_Pipe_2,25.276452961642875,55.29558222416332
Zone_3,Block_4,Pipe_3,Zone_3_Block_4_Pipe_3,25.092474116030324,55.16469780307435
Zone_3,Block_5,Pipe_2,Zone_3_Block_5_Pipe_2,25.09445850186895,55.16368778342223
Zone_1,Block_4,Pipe_5,Zone_1_Block_4_Pipe_5,25.20284575681878,55.27314703595973
Zone_3,Block_1,Pipe_3,Zone_3_Block_1_Pipe_3,25.092624990195816,55.16145145239376
Zone_3,Block_5,Pipe_2,Zone_3_Block_5_Pipe_2,25.09733203637976,55.16753725161023
Zone_4,Block_2,Pipe_5,Zone_4_Block_2_Pipe_5,25.13899182489816,55.2312268984349
Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.19988862935765,55.27610809671269
Zone_1,Block_4,Pipe_4,Zone_1_Block_4_Pipe_4,25.20124103918959,55.26580421596233
Zone_1,Block_5,Pipe_3,Zone_1_Block_5_Pipe_3,25.207230455701637,55.27074224851568
Zone_1,Block_3,Pipe_1,Zone_1_Block_3_Pipe_1,25.207514968040243,55.28708870574176
Zone_1,Block_4,Pipe_5,Zone_1_Block_4_Pipe_5,25.203314507580146,55.27024409639338
Zone_4,Block_1,Pipe_5,Zone_4_Block_1_Pipe_5,25.150471091212086,55.224135769715424
Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.18788554728716,55.27978760771887
Zone_4,Block_1,Pipe_5,Zone_4_Block_1_Pipe_5,25.14556243511186,55.23175888549002
Zone_1,Block_2,Pipe_1,Zone_1_Block_2_Pipe_1,25.203589725143743,55.27962104471645
Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.19557225926953,55.28009160326238
Zone_4,Block_1,Pipe_2,Zone_4_Block_1_Pipe_2,25.146600353576297,55.230178461343016
Zone_5,Block_1,Pipe_3,Zone_5_Block_1_Pipe_3,25.19249053071904,55.28059804117012
Zone_4,Block_5,Pipe_4,Zone_4_Block_5_Pipe_4,25.15244546796764,55.23236217681439
Zone_5,Block_3,Pipe_5,Zone_5_Block_3_Pipe_5,25.19528171043927,55.280600967042254
Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.15998843383519,55.23306425839506
Zone_1,Block_4,Pipe_4,Zone_1_Block_4_Pipe_4,25.20027214668446,55.25838467605599
Zone_1,Block_2,Pipe_4,Zone_1_Block_2_Pipe_4,25.19837291930202,55.27470502488878
Zone_1,Block_3,Pipe_5,Zone_1_Block_3_Pipe_5,25.214356181089453,55.270213569537816
Zone_4,Block_1,Pipe_5,Zone_4_Block_1_Pipe_5,25.149611930623127,55.23163930784991
Zone_5,Block_1,Pipe_2,Zone_5_Block_1_Pipe_2,25.199960022964188,55.28258330449611
Zone_5,Block_4,Pipe_5,Zone_5_Block_4_Pipe_5,25.18827291824512,55.27666278307146
Zone_2,Block_2,Pipe_4,Zone_2_Block_2_Pipe_4,25.274546384222333,55.29731695669739
Zone_3,Block_2,Pipe_5,Zone_3_Block_2_Pipe_5,25.09606398935202,55.16751389100948
Zone_1,Block_4,Pipe_2,Zone_1_Block_4_Pipe_2,25.204801523641752,55.272131770797714
Zone_1,Block_2,Pipe_2,Zone_1_Block_2_Pipe_2,25.204419480620736,55.26360047779092
Zone_1,Block_2,Pipe_2,Zone_1_Block_2_Pipe_2,25.196882407127816,55.27191598978269
Zone_2,Block_2,Pipe_5,Zone_2_Block_2_Pipe_5,25.276413793581717,55.298838011859424
Zone_2,Block_4,Pipe_3,Zone_2_Block_4_Pipe_3,25.278692997078338,55.29421750955812
Zone_2,Block_4,Pipe_2,Zone_2_Block_4_Pipe_2,25.27530121184745,55.281258998204095
Zone_1,Block_3,Pipe_3,Zone_1_Block_3_Pipe_3,25.209700088966702,55.26837080713853
Zone_5,Block_2,Pipe_1,Zone_5_Block_2_Pipe_1,25.198217534161437,55.27618928436994
Zone_1,Block_3,Pipe_2,Zone_1_Block_3_Pipe_2,25.205890940018445,55.27030602102649
Zone_2,Block_5,Pipe_3,Zone_2_Block_5_Pipe_3,25.273353740630096,55.28999195184287
Zone_2,Block_5,Pipe_3,Zone_2_Block_5_Pipe_3,25.278776344347605,55.28979429168941
Zone_3,Block_2,Pipe_4,Zone_3_Block_2_Pipe_4,25.097881385888535,55.167298558026005
Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.14879325986003,55.22921530727246
Zone_3,Block_5,Pipe_4,Zone_3_Block_5_Pipe_4,25.09166535733025,55.165892850169655
Zone_3,Block_1,Pipe_3,Zone_3_Block_1_Pipe_3,25.099616902211547,55.160576060940365
Zone_1,Block_3,Pipe_3,Zone_1_Block_3_Pipe_3,25.20694243273538,55.26840042267585
Zone_4,Block_2,Pipe_1,Zone_4_Block_2_Pipe_1,25.146304754480813,55.22520872850157
Zone_4,Block_3,Pipe_3,Zone_4_Block_3_Pipe_3,25.14907685169569,55.22586549674521
Zone_1,Block_3,Pipe_5,Zone_1_Block_3_Pipe_5,25.200189336102117,55.26849634174551
Zone_5,Block_4,Pipe_5,Zone_5_Block_4_Pipe_5,25.183865269029205,55.27752872939941
Zone_1,Block_2,Pipe_5,Zone_1_Block_2_Pipe_5,25.19716328671641,55.26724357787051
Zone_5,Block_4,Pipe_1,Zone_5_Block_4_Pipe_1,25.194609995635588,55.28347431587152
Zone_5,Block_3,Pipe_3,Zone_5_Block_3_Pipe_3,25.191805413850048,55.27749875203468
Zone_4,Block_1,Pipe_1,Zone_4_Block_1_Pipe_1,25.150399876191997,55.230034968859286
